="",="stats_1",="",="",="",="",=""
="m_nostag_rp6_tvc_2",="22287",=".",="-67538.37",="62",="135200.7",="135697.5"
="m_nostag_rp8_tvc_7",="22287",=".",="-67526.47",="74",="135200.9",="135793.8"
="m_nostag_rp6_tvc_4",="22287",=".",="-67535.87",="66",="135203.7",="135732.5"
="m_nostag_rp5_tvc_1",="22287",=".",="-67543.17",="59",="135204.3",="135677"
="m_nostag_rp6_tvc_5",="22287",=".",="-67534.63",="68",="135205.3",="135750.1"
="m_nostag_rp7_tvc_7",="22287",=".",="-67529.94",="73",="135205.9",="135790.7"
="m_nostag_rp6_tvc_6",="22287",=".",="-67533.39",="70",="135206.8",="135767.6"
="m_nostag_rp5_tvc_3",="22287",=".",="-67540.45",="63",="135206.9",="135711.6"
="m_nostag_rp5_tvc_2",="22287",=".",="-67542.62",="61",="135207.2",="135696"
="m_nostag_rp5_tvc_4",="22287",=".",="-67539.9",="65",="135209.8",="135730.6"
="m_nostag_rp6_tvc_7",="22287",=".",="-67533.22",="72",="135210.4",="135787.3"
="m_nostag_rp5_tvc_7",="22287",=".",="-67534.47",="71",="135210.9",="135779.8"
="m_nostag_rp5_tvc_6",="22287",=".",="-67536.7",="69",="135211.4",="135764.2"
="m_nostag_rp5_tvc_5",="22287",=".",="-67539.3",="67",="135212.6",="135749.4"
="m_nostag_rp4_tvc_7",="22287",=".",="-67536.72",="70",="135213.4",="135774.3"
="m_nostag_rp4_tvc_6",="22287",=".",="-67539.13",="68",="135214.3",="135759.1"
="m_nostag_rp3_tvc_7",="22287",=".",="-67539.3",="69",="135216.6",="135769.4"
="m_nostag_rp3_tvc_6",="22287",=".",="-67541.36",="67",="135216.7",="135753.5"
="m_nostag_rp4_tvc_5",="22287",=".",="-67544.62",="66",="135221.2",="135750"
="m_nostag_rp3_tvc_5",="22287",=".",="-67546.56",="65",="135223.1",="135743.9"
="m_nostag_rp4_tvc_3",="22287",=".",="-67550.51",="62",="135225",="135721.8"
="m_nostag_rp4_tvc_1",="22287",=".",="-67554.85",="58",="135225.7",="135690.4"
="m_nostag_rp4_tvc_2",="22287",=".",="-67554.28",="60",="135228.6",="135709.3"
="m_nostag_rp4_tvc_4",="22287",=".",="-67551.86",="64",="135231.7",="135744.5"
="m_nostag_rp3_tvc_4",="22287",=".",="-67560.58",="63",="135247.2",="135751.9"
="m_nostag_rp3_tvc_1",="22287",=".",="-67571.65",="57",="135257.3",="135714"
="m_nostag_rp3_tvc_3",="22287",=".",="-67568.65",="61",="135259.3",="135748"
="m_nostag_rp3_tvc_2",="22287",=".",="-67570.95",="59",="135259.9",="135732.6"
="m_nostag_rp2_tvc_6",="22287",=".",="-67567.34",="66",="135266.7",="135795.5"
="m_nostag_rp2_tvc_7",="22287",=".",="-67565.51",="68",="135267",="135811.8"
="m_nostag_rp2_tvc_5",="22287",=".",="-67571.81",="64",="135271.6",="135784.4"
="m_nostag_rp2_tvc_4",="22287",=".",="-67580.94",="62",="135285.9",="135782.6"
="m_nostag_rp2_tvc_3",="22287",=".",="-67596.91",="60",="135313.8",="135794.5"
="m_nostag_rp1_tvc_6",="22287",=".",="-67647.83",="65",="135425.7",="135946.4"
="m_nostag_rp1_tvc_7",="22287",=".",="-67646.03",="67",="135426.1",="135962.9"
="m_nostag_rp1_tvc_5",="22287",=".",="-67652.33",="63",="135430.7",="135935.4"
="m_nostag_rp2_tvc_2",="22287",=".",="-67661.67",="58",="135439.3",="135904"
="m_nostag_rp2_tvc_1",="22287",=".",="-67663.73",="56",="135439.5",="135888.1"
="m_nostag_rp1_tvc_4",="22287",=".",="-67661.19",="61",="135444.4",="135933.1"
="m_nostag_rp1_tvc_3",="22287",=".",="-67674.35",="59",="135466.7",="135939.4"
="m_nostag_rp1_tvc_2",="22287",=".",="-67739.95",="57",="135593.9",="136050.6"
="m_nostag_rp1_tvc_1",="22287",=".",="-68117.11",="55",="136344.2",="136784.9"
