="",="stats_3",="",="",="",="",=""
="m2_stipw_nostag_rp2_tvcdf1",="2375",=".",="-11913.21",="5",="23836.42",="23865.29"
="m2_stipw_nostag_rp2_tvcdf2",="2375",=".",="-11912.53",="6",="23837.05",="23871.69"
="m2_stipw_nostag_rp2_tvcdf3",="2375",=".",="-11912.03",="7",="23838.07",="23878.48"
="m2_stipw_nostag_rp2_tvcdf6",="2375",=".",="-11909.1",="10",="23838.2",="23895.92"
="m2_stipw_nostag_rp2_tvcdf4",="2375",=".",="-11911.88",="8",="23839.76",="23885.94"
="m2_stipw_nostag_rp2_tvcdf5",="2375",=".",="-11910.93",="9",="23839.86",="23891.82"
="m2_stipw_nostag_logn",="2375",="-11960.6",="-11918.93",="3",="23843.85",="23861.17"
="m2_stipw_nostag_rp1_tvcdf7",="2375",=".",="-11912.12",="10",="23844.24",="23901.96"
="m2_stipw_nostag_rp1_tvcdf2",="2375",=".",="-11917.5",="5",="23845",="23873.86"
="m2_stipw_nostag_rp1_tvcdf3",="2375",=".",="-11917",="6",="23846",="23880.64"
="m2_stipw_nostag_rp1_tvcdf6",="2375",=".",="-11914.07",="9",="23846.14",="23898.1"
="m2_stipw_nostag_rp1_tvcdf4",="2375",=".",="-11916.85",="7",="23847.7",="23888.11"
="m2_stipw_nostag_rp1_tvcdf5",="2375",=".",="-11915.94",="8",="23847.87",="23894.05"
="m2_stipw_nostag_wei",="2375",="-11971.83",="-11930.76",="3",="23867.52",="23884.84"
="m2_stipw_nostag_rp1_tvcdf1",="2375",=".",="-11930.42",="4",="23868.85",="23891.94"
="m2_stipw_nostag_llog",="2375",="-11973.93",="-11932.2",="3",="23870.39",="23887.71"
="m2_stipw_nostag_gom",="2375",="-12009.06",="-11967.77",="3",="23941.54",="23958.86"
="m2_stipw_nostag_exp",="2375",="-12195.46",="-12159.02",="2",="24322.04",="24333.58"
