="",="stats_1",="",="",="",="",=""
="m_nostag_rp5_tvc_1",="20171",=".",="-61050.72",="59",="122219.4",="122686.2"
="m_nostag_rp8_tvc_6",="20171",=".",="-61038.29",="72",="122220.6",="122790.2"
="m_nostag_rp6_tvc_4",="20171",=".",="-61044.31",="66",="122220.6",="122742.8"
="m_nostag_rp9_tvc_7",="20171",=".",="-61035.62",="75",="122221.2",="122814.6"
="m_nostag_rp7_tvc_6",="20171",=".",="-61039.87",="71",="122221.7",="122783.5"
="m_nostag_rp10_tvc_7",="20171",=".",="-61035.01",="76",="122222",="122823.3"
="m_nostag_rp5_tvc_2",="20171",=".",="-61050.06",="61",="122222.1",="122704.7"
="m_nostag_rp5_tvc_3",="20171",=".",="-61048.15",="63",="122222.3",="122720.8"
="m_nostag_rp6_tvc_5",="20171",=".",="-61043.45",="68",="122222.9",="122760.9"
="m_nostag_rp8_tvc_7",="20171",=".",="-61037.89",="74",="122223.8",="122809.3"
="m_nostag_rp5_tvc_4",="20171",=".",="-61047.47",="65",="122224.9",="122739.2"
="m_nostag_rp7_tvc_7",="20171",=".",="-61040.06",="73",="122226.1",="122803.7"
="m_nostag_rp6_tvc_6",="20171",=".",="-61043.08",="70",="122226.2",="122780"
="m_nostag_rp5_tvc_5",="20171",=".",="-61047.2",="67",="122228.4",="122758.5"
="m_nostag_rp5_tvc_7",="20171",=".",="-61043.3",="71",="122228.6",="122790.4"
="m_nostag_rp6_tvc_7",="20171",=".",="-61042.5",="72",="122229",="122798.7"
="m_nostag_rp5_tvc_6",="20171",=".",="-61045.55",="69",="122229.1",="122775"
="m_nostag_rp4_tvc_7",="20171",=".",="-61044.92",="70",="122229.8",="122783.7"
="m_nostag_rp4_tvc_6",="20171",=".",="-61047.48",="68",="122231",="122769"
="m_nostag_rp3_tvc_7",="20171",=".",="-61048.05",="69",="122234.1",="122780"
="m_nostag_rp3_tvc_6",="20171",=".",="-61050.28",="67",="122234.6",="122764.7"
="m_nostag_rp4_tvc_5",="20171",=".",="-61052.1",="66",="122236.2",="122758.4"
="m_nostag_rp4_tvc_3",="20171",=".",="-61056.97",="62",="122237.9",="122728.5"
="m_nostag_rp4_tvc_1",="20171",=".",="-61061.1",="58",="122238.2",="122697.1"
="m_nostag_rp3_tvc_5",="20171",=".",="-61054.31",="65",="122238.6",="122752.9"
="m_nostag_rp4_tvc_2",="20171",=".",="-61060.41",="60",="122240.8",="122715.5"
="m_nostag_rp4_tvc_4",="20171",=".",="-61058.11",="64",="122244.2",="122750.6"
="m_nostag_rp3_tvc_4",="20171",=".",="-61066.82",="63",="122259.6",="122758.1"
="m_nostag_rp3_tvc_1",="20171",=".",="-61078.85",="57",="122271.7",="122722.7"
="m_nostag_rp3_tvc_3",="20171",=".",="-61075.94",="61",="122273.9",="122756.5"
="m_nostag_rp3_tvc_2",="20171",=".",="-61078.19",="59",="122274.4",="122741.2"
="m_nostag_rp2_tvc_7",="20171",=".",="-61072.7",="68",="122281.4",="122819.4"
="m_nostag_rp2_tvc_6",="20171",=".",="-61074.7",="66",="122281.4",="122803.6"
="m_nostag_rp2_tvc_5",="20171",=".",="-61078.1",="64",="122284.2",="122790.6"
="m_nostag_rp2_tvc_4",="20171",=".",="-61086.12",="62",="122296.2",="122786.8"
="m_nostag_rp2_tvc_3",="20171",=".",="-61102.43",="60",="122324.9",="122799.6"
="m_nostag_rp1_tvc_6",="20171",=".",="-61137.03",="65",="122404.1",="122918.3"
="m_nostag_rp1_tvc_7",="20171",=".",="-61135.05",="67",="122404.1",="122934.2"
="m_nostag_rp1_tvc_5",="20171",=".",="-61140.46",="63",="122406.9",="122905.4"
="m_nostag_rp1_tvc_4",="20171",=".",="-61148.25",="61",="122418.5",="122901.1"
="m_nostag_rp1_tvc_3",="20171",=".",="-61162.02",="59",="122442",="122908.8"
="m_nostag_rp2_tvc_1",="20171",=".",="-61166.45",="56",="122444.9",="122888"
="m_nostag_rp2_tvc_2",="20171",=".",="-61164.56",="58",="122445.1",="122904"
="m_nostag_rp1_tvc_2",="20171",=".",="-61225.01",="57",="122564",="123015"
="m_nostag_rp1_tvc_1",="20171",=".",="-61570.16",="55",="123250.3",="123685.5"
