="",="stats_2",="",="",="",="",=""
="m_stipw_nostag_rp8_tvcdf3",="3433",=".",="-16679.93",="13",="33385.86",="33465.7"
="m_stipw_nostag_rp9_tvcdf2",="3433",=".",="-16679.93",="13",="33385.87",="33465.7"
="m_stipw_nostag_rp10_tvcdf1",="3433",=".",="-16680.03",="13",="33386.05",="33465.89"
="m_stipw_nostag_rp9_tvcdf7",="3433",=".",="-16675.1",="18",="33386.2",="33496.74"
="m_stipw_nostag_rp10_tvcdf6",="3433",=".",="-16675.19",="18",="33386.39",="33496.93"
="m_stipw_nostag_rp10_tvcdf5",="3433",=".",="-16676.29",="17",="33386.58",="33490.98"
="m_stipw_nostag_rp4_tvcdf2",="3433",=".",="-16685.54",="8",="33387.07",="33436.2"
="m_stipw_nostag_rp10_tvcdf2",="3433",=".",="-16679.68",="14",="33387.37",="33473.34"
="m_stipw_nostag_rp9_tvcdf3",="3433",=".",="-16679.77",="14",="33387.55",="33473.53"
="m_stipw_nostag_rp10_tvcdf7",="3433",=".",="-16674.9",="19",="33387.81",="33504.49"
="m_stipw_nostag_rp4_tvcdf3",="3433",=".",="-16685.13",="9",="33388.25",="33443.52"
="m_stipw_nostag_rp10_tvcdf3",="3433",=".",="-16679.51",="15",="33389.03",="33481.14"
="m_stipw_nostag_rp4_tvcdf5",="3433",=".",="-16683.89",="11",="33389.77",="33457.33"
="m_stipw_nostag_rp3_tvcdf6",="3433",=".",="-16686.23",="11",="33394.45",="33462.01"
="m_stipw_nostag_rp3_tvcdf7",="3433",=".",="-16685.58",="12",="33395.15",="33468.85"
="m_stipw_nostag_rp3_tvcdf5",="3433",=".",="-16687.76",="10",="33395.53",="33456.94"
="m_stipw_nostag_rp3_tvcdf1",="3433",=".",="-16691.8",="6",="33395.6",="33432.45"
="m_stipw_nostag_rp2_tvcdf6",="3433",=".",="-16687.96",="10",="33395.92",="33457.33"
="m_stipw_nostag_rp2_tvcdf7",="3433",=".",="-16687.34",="11",="33396.68",="33464.23"
="m_stipw_nostag_rp3_tvcdf2",="3433",=".",="-16691.49",="7",="33396.98",="33439.96"
="m_stipw_nostag_rp2_tvcdf5",="3433",=".",="-16689.51",="9",="33397.01",="33452.29"
="m_stipw_nostag_rp3_tvcdf4",="3433",=".",="-16689.72",="9",="33397.45",="33452.72"
="m_stipw_nostag_logn",="3433",="-16745.58",="-16696.02",="3",="33398.05",="33416.47"
="m_stipw_nostag_rp2_tvcdf4",="3433",=".",="-16691.11",="8",="33398.23",="33447.36"
="m_stipw_nostag_rp3_tvcdf3",="3433",=".",="-16691.22",="8",="33398.43",="33447.56"
="m_stipw_nostag_rp1_tvcdf6",="3433",=".",="-16691.01",="9",="33400.01",="33455.28"
="m_stipw_nostag_rp2_tvcdf3",="3433",=".",="-16693.08",="7",="33400.16",="33443.15"
="m_stipw_nostag_rp2_tvcdf1",="3433",=".",="-16695.34",="5",="33400.67",="33431.38"
="m_stipw_nostag_rp1_tvcdf7",="3433",=".",="-16690.39",="10",="33400.78",="33462.19"
="m_stipw_nostag_rp1_tvcdf5",="3433",=".",="-16692.58",="8",="33401.17",="33450.3"
="m_stipw_nostag_rp2_tvcdf2",="3433",=".",="-16694.96",="6",="33401.92",="33438.77"
="m_stipw_nostag_rp1_tvcdf4",="3433",=".",="-16694.16",="7",="33402.32",="33445.31"
="m_stipw_nostag_rp1_tvcdf3",="3433",=".",="-16696",="6",="33403.99",="33440.84"
="m_stipw_nostag_rp1_tvcdf2",="3433",=".",="-16698.01",="5",="33406.01",="33436.72"
="m_stipw_nostag_gom",="3433",="-16752.17",="-16707.5",="3",="33421",="33439.42"
="m_stipw_nostag_llog",="3433",="-16764.03",="-16718.02",="3",="33442.04",="33460.46"
="m_stipw_nostag_rp1_tvcdf1",="3433",=".",="-16719.33",="4",="33446.65",="33471.22"
="m_stipw_nostag_wei",="3433",="-16768.77",="-16723.52",="3",="33453.05",="33471.47"
="m_stipw_nostag_exp",="3433",="-16977.95",="-16934.76",="2",="33873.51",="33885.79"
