="",="stats_4",="",="",="",="",=""
="m3_stipw_nostag_rp10_tvcdf5",="18462",=".",="-47734.88",="17",="95503.75",="95636.75"
="m3_stipw_nostag_rp10_tvcdf1",="18462",=".",="-47738.89",="13",="95503.78",="95605.48"
="m3_stipw_nostag_rp8_tvcdf1",="18462",=".",="-47740.89",="11",="95503.79",="95589.84"
="m3_stipw_nostag_rp7_tvcdf5",="18462",=".",="-47738.11",="14",="95504.22",="95613.75"
="m3_stipw_nostag_rp7_tvcdf1",="18462",=".",="-47742.23",="10",="95504.47",="95582.7"
="m3_stipw_nostag_rp3_tvcdf3",="18462",=".",="-47744.24",="8",="95504.47",="95567.06"
="m3_stipw_nostag_rp6_tvcdf4",="18462",=".",="-47740.24",="12",="95504.47",="95598.35"
="m3_stipw_nostag_rp10_tvcdf2",="18462",=".",="-47738.34",="14",="95504.68",="95614.21"
="m3_stipw_nostag_rp8_tvcdf2",="18462",=".",="-47740.37",="12",="95504.75",="95598.63"
="m3_stipw_nostag_rp6_tvcdf5",="18462",=".",="-47739.42",="13",="95504.84",="95606.55"
="m3_stipw_nostag_rp9_tvcdf5",="18462",=".",="-47736.47",="16",="95504.94",="95630.12"
="m3_stipw_nostag_rp9_tvcdf1",="18462",=".",="-47740.48",="12",="95504.95",="95598.83"
="m3_stipw_nostag_rp4_tvcdf6",="18462",=".",="-47740.53",="12",="95505.06",="95598.94"
="m3_stipw_nostag_rp4_tvcdf4",="18462",=".",="-47742.65",="10",="95505.31",="95583.54"
="m3_stipw_nostag_rp7_tvcdf2",="18462",=".",="-47741.71",="11",="95505.43",="95591.49"
="m3_stipw_nostag_rp6_tvcdf1",="18462",=".",="-47743.87",="9",="95505.74",="95576.15"
="m3_stipw_nostag_rp9_tvcdf2",="18462",=".",="-47739.94",="13",="95505.87",="95607.58"
="m3_stipw_nostag_rp3_tvcdf6",="18462",=".",="-47741.98",="11",="95505.96",="95592.02"
="m3_stipw_nostag_rp4_tvcdf1",="18462",=".",="-47746.09",="7",="95506.18",="95560.95"
="m3_stipw_nostag_rp6_tvcdf2",="18462",=".",="-47743.33",="10",="95506.66",="95584.9"
="m3_stipw_nostag_rp4_tvcdf2",="18462",=".",="-47745.61",="8",="95507.22",="95569.81"
="m3_stipw_nostag_rp3_tvcdf1",="18462",=".",="-47747.68",="6",="95507.35",="95554.29"
="m3_stipw_nostag_rp3_tvcdf4",="18462",=".",="-47744.77",="9",="95507.54",="95577.95"
="m3_stipw_nostag_rp3_tvcdf2",="18462",=".",="-47747.21",="7",="95508.41",="95563.18"
="m3_stipw_nostag_rp2_tvcdf7",="18462",=".",="-47760.34",="11",="95542.69",="95628.75"
="m3_stipw_nostag_rp2_tvcdf5",="18462",=".",="-47763.57",="9",="95545.15",="95615.56"
="m3_stipw_nostag_rp2_tvcdf3",="18462",=".",="-47766.46",="7",="95546.93",="95601.69"
="m3_stipw_nostag_rp2_tvcdf1",="18462",=".",="-47768.86",="5",="95547.71",="95586.83"
="m3_stipw_nostag_rp2_tvcdf4",="18462",=".",="-47765.89",="8",="95547.77",="95610.36"
="m3_stipw_nostag_rp2_tvcdf6",="18462",=".",="-47764.03",="10",="95548.06",="95626.3"
="m3_stipw_nostag_rp2_tvcdf2",="18462",=".",="-47768.33",="6",="95548.66",="95595.6"
="m3_stipw_nostag_logn",="18462",="-47813.64",="-47805",="3",="95616.01",="95639.48"
="m3_stipw_nostag_llog",="18462",="-47836.77",="-47831.25",="3",="95668.5",="95691.97"
="m3_stipw_nostag_gom",="18462",="-47882.96",="-47877.2",="3",="95760.41",="95783.88"
="m3_stipw_nostag_rp1_tvcdf7",="18462",=".",="-47917.63",="10",="95855.26",="95933.49"
="m3_stipw_nostag_rp1_tvcdf5",="18462",=".",="-47920.81",="8",="95857.62",="95920.21"
="m3_stipw_nostag_rp1_tvcdf3",="18462",=".",="-47923.56",="6",="95859.11",="95906.05"
="m3_stipw_nostag_rp1_tvcdf4",="18462",=".",="-47923.16",="7",="95860.31",="95915.08"
="m3_stipw_nostag_rp1_tvcdf6",="18462",=".",="-47921.3",="9",="95860.6",="95931.02"
="m3_stipw_nostag_rp1_tvcdf2",="18462",=".",="-47925.6",="5",="95861.2",="95900.32"
="m3_stipw_nostag_rp1_tvcdf1",="18462",=".",="-48001.25",="4",="96010.51",="96041.8"
="m3_stipw_nostag_wei",="18462",="-48011.47",="-48008.1",="3",="96022.19",="96045.66"
="m3_stipw_nostag_exp",="18462",="-49344.27",="-49343.31",="2",="98690.61",="98706.26"
