="",="stats_3",="",="",="",="",=""
="m2_stipw_nostag_rp6_tvcdf4",="9955",=".",="-35466.21",="12",="70956.42",="71042.89"
="m2_stipw_nostag_rp8_tvcdf5",="9955",=".",="-35463.3",="15",="70956.6",="71064.69"
="m2_stipw_nostag_rp7_tvcdf4",="9955",=".",="-35466.5",="13",="70959",="71052.67"
="m2_stipw_nostag_rp8_tvcdf6",="9955",=".",="-35464.23",="16",="70960.47",="71075.76"
="m2_stipw_nostag_rp8_tvcdf7",="9955",=".",="-35463.48",="17",="70960.96",="71083.46"
="m2_stipw_nostag_rp5_tvcdf6",="9955",=".",="-35467.83",="13",="70961.65",="71055.33"
="m2_stipw_nostag_rp5_tvcdf7",="9955",=".",="-35467.02",="14",="70962.03",="71062.91"
="m2_stipw_nostag_rp8_tvcdf4",="9955",=".",="-35467.04",="14",="70962.08",="71062.96"
="m2_stipw_nostag_rp5_tvcdf5",="9955",=".",="-35469.68",="12",="70963.35",="71049.82"
="m2_stipw_nostag_rp5_tvcdf4",="9955",=".",="-35471.55",="11",="70965.09",="71044.36"
="m2_stipw_nostag_rp6_tvcdf3",="9955",=".",="-35472.61",="11",="70967.22",="71046.49"
="m2_stipw_nostag_rp7_tvcdf3",="9955",=".",="-35472.37",="12",="70968.74",="71055.21"
="m2_stipw_nostag_rp6_tvcdf2",="9955",=".",="-35475.97",="10",="70971.93",="71043.99"
="m2_stipw_nostag_rp8_tvcdf3",="9955",=".",="-35473.36",="13",="70972.71",="71066.39"
="m2_stipw_nostag_rp7_tvcdf2",="9955",=".",="-35476.16",="11",="70974.31",="71053.58"
="m2_stipw_nostag_rp6_tvcdf1",="9955",=".",="-35479.64",="9",="70977.29",="71042.14"
="m2_stipw_nostag_rp8_tvcdf2",="9955",=".",="-35477.3",="12",="70978.59",="71065.06"
="m2_stipw_nostag_rp7_tvcdf1",="9955",=".",="-35480",="10",="70980.01",="71052.06"
="m2_stipw_nostag_rp5_tvcdf3",="9955",=".",="-35480.97",="10",="70981.93",="71053.99"
="m2_stipw_nostag_rp8_tvcdf1",="9955",=".",="-35481.12",="11",="70984.24",="71063.51"
="m2_stipw_nostag_rp5_tvcdf2",="9955",=".",="-35484.83",="9",="70987.66",="71052.51"
="m2_stipw_nostag_rp5_tvcdf1",="9955",=".",="-35488.75",="8",="70993.5",="71051.15"
="m2_stipw_nostag_rp4_tvcdf7",="9955",=".",="-35493.89",="13",="71013.78",="71107.45"
="m2_stipw_nostag_rp4_tvcdf6",="9955",=".",="-35495.12",="12",="71014.23",="71100.7"
="m2_stipw_nostag_rp4_tvcdf5",="9955",=".",="-35497.91",="11",="71017.83",="71097.09"
="m2_stipw_nostag_rp2_tvcdf6",="9955",=".",="-35500.09",="10",="71020.19",="71092.24"
="m2_stipw_nostag_rp2_tvcdf7",="9955",=".",="-35499.2",="11",="71020.41",="71099.67"
="m2_stipw_nostag_rp3_tvcdf6",="9955",=".",="-35499.63",="11",="71021.25",="71100.51"
="m2_stipw_nostag_rp2_tvcdf5",="9955",=".",="-35501.67",="9",="71021.34",="71086.19"
="m2_stipw_nostag_rp3_tvcdf7",="9955",=".",="-35498.73",="12",="71021.46",="71107.93"
="m2_stipw_nostag_rp3_tvcdf5",="9955",=".",="-35500.89",="10",="71021.78",="71093.84"
="m2_stipw_nostag_logn",="9955",="-35607.78",="-35509.18",="3",="71024.35",="71045.97"
="m2_stipw_nostag_rp4_tvcdf4",="9955",=".",="-35503.02",="10",="71026.03",="71098.09"
="m2_stipw_nostag_rp3_tvcdf4",="9955",=".",="-35506.83",="9",="71031.67",="71096.52"
="m2_stipw_nostag_rp2_tvcdf4",="9955",=".",="-35508.01",="8",="71032.02",="71089.66"
="m2_stipw_nostag_rp3_tvcdf3",="9955",=".",="-35509.42",="8",="71034.84",="71092.48"
="m2_stipw_nostag_rp2_tvcdf3",="9955",=".",="-35510.66",="7",="71035.31",="71085.75"
="m2_stipw_nostag_rp4_tvcdf3",="9955",=".",="-35510.19",="9",="71038.37",="71103.23"
="m2_stipw_nostag_rp4_tvcdf2",="9955",=".",="-35513.03",="8",="71042.06",="71099.71"
="m2_stipw_nostag_rp2_tvcdf2",="9955",=".",="-35515.34",="6",="71042.68",="71085.91"
="m2_stipw_nostag_rp3_tvcdf2",="9955",=".",="-35514.65",="7",="71043.31",="71093.75"
="m2_stipw_nostag_rp4_tvcdf1",="9955",=".",="-35518.26",="7",="71050.51",="71100.95"
="m2_stipw_nostag_rp3_tvcdf1",="9955",=".",="-35520.24",="6",="71052.48",="71095.71"
="m2_stipw_nostag_rp2_tvcdf1",="9955",=".",="-35521.37",="5",="71052.75",="71088.78"
="m2_stipw_nostag_llog",="9955",="-35712",="-35620.96",="3",="71247.92",="71269.53"
="m2_stipw_nostag_rp1_tvcdf6",="9955",=".",="-35650.65",="9",="71319.3",="71384.16"
="m2_stipw_nostag_rp1_tvcdf7",="9955",=".",="-35649.77",="10",="71319.54",="71391.6"
="m2_stipw_nostag_rp1_tvcdf5",="9955",=".",="-35652.1",="8",="71320.2",="71377.85"
="m2_stipw_nostag_gom",="9955",="-35742.55",="-35657.14",="3",="71320.28",="71341.9"
="m2_stipw_nostag_rp1_tvcdf4",="9955",=".",="-35658.57",="7",="71331.14",="71381.58"
="m2_stipw_nostag_rp1_tvcdf3",="9955",=".",="-35660.44",="6",="71332.89",="71376.12"
="m2_stipw_nostag_rp1_tvcdf2",="9955",=".",="-35665.9",="5",="71341.79",="71377.82"
="m2_stipw_nostag_rp1_tvcdf1",="9955",=".",="-35775.36",="4",="71558.71",="71587.53"
="m2_stipw_nostag_wei",="9955",="-35867.86",="-35783.6",="3",="71573.19",="71594.81"
="m2_stipw_nostag_exp",="9955",="-37006.2",="-36928.72",="2",="73861.45",="73875.86"
