="",="stats_2",="",="",="",="",=""
="m_stipw_nostag_rp10_tvcdf2",="3433",=".",="-12955.75",="14",="25939.51",="26025.48"
="m_stipw_nostag_rp9_tvcdf3",="3433",=".",="-12956.05",="14",="25940.09",="26026.07"
="m_stipw_nostag_rp10_tvcdf3",="3433",=".",="-12955.26",="15",="25940.52",="26032.63"
="m_stipw_nostag_rp1_tvcdf3",="3433",=".",="-12964.47",="6",="25940.94",="25977.79"
="m_stipw_nostag_rp2_tvcdf3",="3433",=".",="-12963.67",="7",="25941.35",="25984.33"
="m_stipw_nostag_rp3_tvcdf4",="3433",=".",="-12961.77",="9",="25941.54",="25996.81"
="m_stipw_nostag_rp1_tvcdf2",="3433",=".",="-12965.87",="5",="25941.74",="25972.44"
="m_stipw_nostag_rp2_tvcdf1",="3433",=".",="-12965.89",="5",="25941.77",="25972.48"
="m_stipw_nostag_rp2_tvcdf2",="3433",=".",="-12965.06",="6",="25942.12",="25978.97"
="m_stipw_nostag_rp3_tvcdf5",="3433",=".",="-12961.27",="10",="25942.54",="26003.95"
="m_stipw_nostag_rp1_tvcdf4",="3433",=".",="-12964.34",="7",="25942.68",="25985.67"
="m_stipw_nostag_logn",="3433",="-13014.48",="-12968.48",="3",="25942.96",="25961.38"
="m_stipw_nostag_rp2_tvcdf4",="3433",=".",="-12963.53",="8",="25943.06",="25992.19"
="m_stipw_nostag_rp3_tvcdf6",="3433",=".",="-12960.82",="11",="25943.63",="26011.19"
="m_stipw_nostag_rp1_tvcdf5",="3433",=".",="-12964.07",="8",="25944.14",="25993.27"
="m_stipw_nostag_rp2_tvcdf5",="3433",=".",="-12963.25",="9",="25944.5",="25999.77"
="m_stipw_nostag_rp1_tvcdf6",="3433",=".",="-12963.56",="9",="25945.13",="26000.4"
="m_stipw_nostag_rp3_tvcdf7",="3433",=".",="-12960.66",="12",="25945.32",="26019.02"
="m_stipw_nostag_rp2_tvcdf6",="3433",=".",="-12962.76",="10",="25945.51",="26006.93"
="m_stipw_nostag_rp1_tvcdf7",="3433",=".",="-12963.42",="10",="25946.85",="26008.26"
="m_stipw_nostag_rp2_tvcdf7",="3433",=".",="-12962.61",="11",="25947.22",="26014.78"
="m_stipw_nostag_gom",="3433",="-13017.67",="-12975.77",="3",="25957.53",="25975.95"
="m_stipw_nostag_llog",="3433",="-13022.4",="-12979.75",="3",="25965.49",="25983.91"
="m_stipw_nostag_rp1_tvcdf1",="3433",=".",="-12979.43",="4",="25966.87",="25991.43"
="m_stipw_nostag_wei",="3433",="-13025.22",="-12983.22",="3",="25972.43",="25990.86"
="m_stipw_nostag_exp",="3433",="-13152.45",="-13112.6",="2",="26229.2",="26241.48"
