="",="stats_2",="",="",="",="",=""
="m_stipw_nostag_rp10_tvcdf7",="16157",=".",="-53767.92",="19",="107573.8",="107719.9"
="m_stipw_nostag_rp7_tvcdf7",="16157",=".",="-53771.03",="16",="107574.1",="107697.1"
="m_stipw_nostag_rp6_tvcdf4",="16157",=".",="-53775.24",="12",="107574.5",="107666.8"
="m_stipw_nostag_rp5_tvcdf7",="16157",=".",="-53773.39",="14",="107574.8",="107682.4"
="m_stipw_nostag_rp6_tvcdf2",="16157",=".",="-53777.42",="10",="107574.8",="107651.7"
="m_stipw_nostag_rp6_tvcdf7",="16157",=".",="-53772.52",="15",="107575",="107690.4"
="m_stipw_nostag_rp5_tvcdf1",="16157",=".",="-53779.84",="8",="107575.7",="107637.2"
="m_stipw_nostag_rp5_tvcdf6",="16157",=".",="-53774.87",="13",="107575.7",="107675.7"
="m_stipw_nostag_rp5_tvcdf5",="16157",=".",="-53776.15",="12",="107576.3",="107668.6"
="m_stipw_nostag_rp5_tvcdf3",="16157",=".",="-53778.22",="10",="107576.4",="107653.3"
="m_stipw_nostag_rp5_tvcdf4",="16157",=".",="-53777.79",="11",="107577.6",="107662.2"
="m_stipw_nostag_rp5_tvcdf2",="16157",=".",="-53779.81",="9",="107577.6",="107646.8"
="m_stipw_nostag_rp4_tvcdf7",="16157",=".",="-53776.68",="13",="107579.4",="107679.3"
="m_stipw_nostag_rp3_tvcdf7",="16157",=".",="-53777.75",="12",="107579.5",="107671.8"
="m_stipw_nostag_rp3_tvcdf6",="16157",=".",="-53778.89",="11",="107579.8",="107664.4"
="m_stipw_nostag_rp4_tvcdf6",="16157",=".",="-53777.9",="12",="107579.8",="107672.1"
="m_stipw_nostag_rp4_tvcdf5",="16157",=".",="-53780.58",="11",="107583.2",="107667.7"
="m_stipw_nostag_rp3_tvcdf5",="16157",=".",="-53781.82",="10",="107583.6",="107660.5"
="m_stipw_nostag_rp4_tvcdf3",="16157",=".",="-53783.02",="9",="107584",="107653.3"
="m_stipw_nostag_rp4_tvcdf1",="16157",=".",="-53785.39",="7",="107584.8",="107638.6"
="m_stipw_nostag_rp4_tvcdf4",="16157",=".",="-53783.09",="10",="107586.2",="107663.1"
="m_stipw_nostag_rp4_tvcdf2",="16157",=".",="-53785.34",="8",="107586.7",="107648.2"
="m_stipw_nostag_rp3_tvcdf4",="16157",=".",="-53785.99",="9",="107590",="107659.2"
="m_stipw_nostag_rp3_tvcdf1",="16157",=".",="-53789.7",="6",="107591.4",="107637.5"
="m_stipw_nostag_rp3_tvcdf3",="16157",=".",="-53787.94",="8",="107591.9",="107653.4"
="m_stipw_nostag_rp3_tvcdf2",="16157",=".",="-53789.63",="7",="107593.3",="107647.1"
="m_stipw_nostag_rp2_tvcdf7",="16157",=".",="-53791.75",="11",="107605.5",="107690.1"
="m_stipw_nostag_rp2_tvcdf6",="16157",=".",="-53792.8",="10",="107605.6",="107682.5"
="m_stipw_nostag_rp2_tvcdf5",="16157",=".",="-53795.37",="9",="107608.7",="107678"
="m_stipw_nostag_rp2_tvcdf4",="16157",=".",="-53798.28",="8",="107612.6",="107674.1"
="m_stipw_nostag_rp2_tvcdf3",="16157",=".",="-53802.65",="7",="107619.3",="107673.1"
="m_stipw_nostag_rp2_tvcdf1",="16157",=".",="-53817.37",="5",="107644.7",="107683.2"
="m_stipw_nostag_rp2_tvcdf2",="16157",=".",="-53817.15",="6",="107646.3",="107692.4"
="m_stipw_nostag_logn",="16157",="-54035.92",="-53828.9",="3",="107663.8",="107686.9"
="m_stipw_nostag_gom",="16157",="-54057.39",="-53867.98",="3",="107742",="107765"
="m_stipw_nostag_rp1_tvcdf7",="16157",=".",="-53866.07",="10",="107752.1",="107829"
="m_stipw_nostag_rp1_tvcdf6",="16157",=".",="-53867.12",="9",="107752.2",="107821.5"
="m_stipw_nostag_rp1_tvcdf5",="16157",=".",="-53869.81",="8",="107755.6",="107817.1"
="m_stipw_nostag_rp1_tvcdf4",="16157",=".",="-53872.61",="7",="107759.2",="107813"
="m_stipw_nostag_rp1_tvcdf3",="16157",=".",="-53876.18",="6",="107764.4",="107810.5"
="m_stipw_nostag_rp1_tvcdf2",="16157",=".",="-53891.47",="5",="107792.9",="107831.4"
="m_stipw_nostag_llog",="16157",="-54114.31",="-53910.78",="3",="107827.6",="107850.6"
="m_stipw_nostag_rp1_tvcdf1",="16157",=".",="-54101.56",="4",="108211.1",="108241.9"
="m_stipw_nostag_wei",="16157",="-54305.38",="-54110.44",="3",="108226.9",="108250"
="m_stipw_nostag_exp",="16157",="-55652.95",="-55452.66",="2",="110909.3",="110924.7"
