="",="stats_4",="",="",="",="",=""
="m3_stipw_nostag_rp6_tvcdf2",="18462",=".",="-59181.79",="10",="118383.6",="118461.8"
="m3_stipw_nostag_rp10_tvcdf4",="18462",=".",="-59175.93",="16",="118383.9",="118509"
="m3_stipw_nostag_rp9_tvcdf1",="18462",=".",="-59179.96",="12",="118383.9",="118477.8"
="m3_stipw_nostag_rp10_tvcdf7",="18462",=".",="-59172.99",="19",="118384",="118532.6"
="m3_stipw_nostag_rp9_tvcdf5",="18462",=".",="-59176",="16",="118384",="118509.2"
="m3_stipw_nostag_rp9_tvcdf2",="18462",=".",="-59179.04",="13",="118384.1",="118485.8"
="m3_stipw_nostag_rp8_tvcdf1",="18462",=".",="-59181.2",="11",="118384.4",="118470.5"
="m3_stipw_nostag_rp4_tvcdf5",="18462",=".",="-59181.21",="11",="118384.4",="118470.5"
="m3_stipw_nostag_rp8_tvcdf5",="18462",=".",="-59177.25",="15",="118384.5",="118501.9"
="m3_stipw_nostag_rp8_tvcdf2",="18462",=".",="-59180.31",="12",="118384.6",="118478.5"
="m3_stipw_nostag_rp10_tvcdf1",="18462",=".",="-59179.53",="13",="118385.1",="118486.8"
="m3_stipw_nostag_rp10_tvcdf5",="18462",=".",="-59175.54",="17",="118385.1",="118518.1"
="m3_stipw_nostag_rp10_tvcdf2",="18462",=".",="-59178.59",="14",="118385.2",="118494.7"
="m3_stipw_nostag_rp4_tvcdf3",="18462",=".",="-59184.06",="9",="118386.1",="118456.5"
="m3_stipw_nostag_rp4_tvcdf6",="18462",=".",="-59181.08",="12",="118386.2",="118480"
="m3_stipw_nostag_rp4_tvcdf7",="18462",=".",="-59180.61",="13",="118387.2",="118488.9"
="m3_stipw_nostag_rp3_tvcdf5",="18462",=".",="-59184.47",="10",="118388.9",="118467.2"
="m3_stipw_nostag_rp4_tvcdf4",="18462",=".",="-59184.58",="10",="118389.2",="118467.4"
="m3_stipw_nostag_rp4_tvcdf1",="18462",=".",="-59187.69",="7",="118389.4",="118444.1"
="m3_stipw_nostag_rp4_tvcdf2",="18462",=".",="-59186.92",="8",="118389.8",="118452.4"
="m3_stipw_nostag_rp3_tvcdf6",="18462",=".",="-59184.14",="11",="118390.3",="118476.3"
="m3_stipw_nostag_rp3_tvcdf7",="18462",=".",="-59183.54",="12",="118391.1",="118485"
="m3_stipw_nostag_rp3_tvcdf3",="18462",=".",="-59188.61",="8",="118393.2",="118455.8"
="m3_stipw_nostag_rp3_tvcdf1",="18462",=".",="-59191.66",="6",="118395.3",="118442.3"
="m3_stipw_nostag_rp3_tvcdf4",="18462",=".",="-59188.76",="9",="118395.5",="118465.9"
="m3_stipw_nostag_rp3_tvcdf2",="18462",=".",="-59190.95",="7",="118395.9",="118450.7"
="m3_stipw_nostag_rp2_tvcdf5",="18462",=".",="-59211.66",="9",="118441.3",="118511.7"
="m3_stipw_nostag_rp2_tvcdf6",="18462",=".",="-59211.07",="10",="118442.1",="118520.4"
="m3_stipw_nostag_rp2_tvcdf7",="18462",=".",="-59210.52",="11",="118443",="118529.1"
="m3_stipw_nostag_rp2_tvcdf4",="18462",=".",="-59214.56",="8",="118445.1",="118507.7"
="m3_stipw_nostag_rp2_tvcdf3",="18462",=".",="-59216",="7",="118446",="118500.8"
="m3_stipw_nostag_rp2_tvcdf1",="18462",=".",="-59220.78",="5",="118451.6",="118490.7"
="m3_stipw_nostag_rp2_tvcdf2",="18462",=".",="-59219.98",="6",="118452",="118498.9"
="m3_stipw_nostag_logn",="18462",="-59265.97",="-59250.09",="3",="118506.2",="118529.7"
="m3_stipw_nostag_llog",="18462",="-59333.01",="-59322.2",="3",="118650.4",="118673.9"
="m3_stipw_nostag_gom",="18462",="-59381.98",="-59371.25",="3",="118748.5",="118772"
="m3_stipw_nostag_rp1_tvcdf5",="18462",=".",="-59448.94",="8",="118913.9",="118976.5"
="m3_stipw_nostag_rp1_tvcdf6",="18462",=".",="-59448.46",="9",="118914.9",="118985.3"
="m3_stipw_nostag_rp1_tvcdf7",="18462",=".",="-59447.89",="10",="118915.8",="118994"
="m3_stipw_nostag_rp1_tvcdf3",="18462",=".",="-59452.93",="6",="118917.9",="118964.8"
="m3_stipw_nostag_rp1_tvcdf4",="18462",=".",="-59451.95",="7",="118917.9",="118972.7"
="m3_stipw_nostag_rp1_tvcdf2",="18462",=".",="-59457.37",="5",="118924.7",="118963.9"
="m3_stipw_nostag_rp1_tvcdf1",="18462",=".",="-59577.57",="4",="119163.1",="119194.4"
="m3_stipw_nostag_wei",="18462",="-59595.94",="-59589.37",="3",="119184.7",="119208.2"
="m3_stipw_nostag_exp",="18462",="-61594.33",="-61592.04",="2",="123188.1",="123203.7"
