="",="stats_1",="",="",="",="",=""
="m_nostag_rp5_tvc_5",="5144",=".",="-16977.06",="67",="34088.11",="34526.66"
="m_nostag_rp7_tvc_5",="5144",=".",="-16975.2",="69",="34088.4",="34540.05"
="m_nostag_rp8_tvc_5",="5144",=".",="-16974.34",="70",="34088.68",="34546.87"
="m_nostag_rp5_tvc_6",="5144",=".",="-16975.34",="69",="34088.69",="34540.33"
="m_nostag_rp3_tvc_6",="5144",=".",="-16977.39",="67",="34088.79",="34527.34"
="m_nostag_rp2_tvc_5",="5144",=".",="-16980.55",="64",="34089.11",="34508.03"
="m_nostag_rp9_tvc_5",="5144",=".",="-16973.64",="71",="34089.29",="34554.02"
="m_nostag_rp4_tvc_5",="5144",=".",="-16978.74",="66",="34089.48",="34521.49"
="m_nostag_rp2_tvc_3",="5144",=".",="-16984.74",="60",="34089.48",="34482.21"
="m_nostag_rp6_tvc_6",="5144",=".",="-16974.99",="70",="34089.98",="34548.17"
="m_nostag_rp2_tvc_4",="5144",=".",="-16983.05",="62",="34090.11",="34495.94"
="m_nostag_rp2_tvc_6",="5144",=".",="-16979.07",="66",="34090.14",="34522.15"
="m_nostag_rp10_tvc_5",="5144",=".",="-16973.16",="72",="34090.31",="34561.59"
="m_nostag_rp3_tvc_4",="5144",=".",="-16982.17",="63",="34090.35",="34502.72"
="m_nostag_rp7_tvc_6",="5144",=".",="-16974.65",="71",="34091.31",="34556.04"
="m_nostag_rp8_tvc_6",="5144",=".",="-16974.1",="72",="34092.19",="34563.47"
="m_nostag_rp9_tvc_6",="5144",=".",="-16973.19",="73",="34092.39",="34570.22"
="m_nostag_rp4_tvc_7",="5144",=".",="-16976.24",="70",="34092.47",="34550.66"
="m_nostag_rp3_tvc_7",="5144",=".",="-16977.29",="69",="34092.57",="34544.22"
="m_nostag_rp1_tvc_5",="5144",=".",="-16983.43",="63",="34092.85",="34505.22"
="m_nostag_rp1_tvc_3",="5144",=".",="-16987.43",="59",="34092.86",="34479.05"
="m_nostag_rp5_tvc_7",="5144",=".",="-16975.51",="71",="34093.01",="34557.75"
="m_nostag_rp6_tvc_7",="5144",=".",="-16974.76",="72",="34093.53",="34564.81"
="m_nostag_rp1_tvc_4",="5144",=".",="-16985.87",="61",="34093.74",="34493.02"
="m_nostag_rp8_tvc_7",="5144",=".",="-16972.89",="74",="34093.77",="34578.15"
="m_nostag_rp1_tvc_6",="5144",=".",="-16981.89",="65",="34093.78",="34519.24"
="m_nostag_rp10_tvc_6",="5144",=".",="-16972.93",="74",="34093.86",="34578.24"
="m_nostag_rp2_tvc_7",="5144",=".",="-16979.01",="68",="34094.03",="34539.13"
="m_nostag_rp7_tvc_7",="5144",=".",="-16974.58",="73",="34095.16",="34572.99"
="m_nostag_rp9_tvc_7",="5144",=".",="-16973.14",="75",="34096.29",="34587.2"
="m_nostag_rp10_tvc_7",="5144",=".",="-16972.84",="76",="34097.68",="34595.15"
="m_nostag_rp1_tvc_7",="5144",=".",="-16981.86",="67",="34097.72",="34536.27"
="m_nostag_rp2_tvc_1",="5144",=".",="-16997.38",="56",="34106.76",="34473.31"
="m_nostag_rp2_tvc_2",="5144",=".",="-16996.3",="58",="34108.6",="34488.25"
="m_nostag_rp1_tvc_2",="5144",=".",="-16998.98",="57",="34111.96",="34485.06"
="m_nostag_rp1_tvc_1",="5144",=".",="-17041.83",="55",="34193.65",="34553.66"
